time-date stamp,Date,"ERCOT Load, MW","Total Wind Output, MW","Total Wind Installed, MW","Wind Output, % of Load","Wind Output, % of Installed",1-hr MW change,1-hr % change
3/6/15 9:00,6-Mar,48389,2497,13872,5.2,18,-1653,-39.8
3/6/15 10:00,6-Mar,45992,2301,13872,5,16.6,-195,-7.8
3/6/15 11:00,6-Mar,43753,2238,13872,5.1,16.1,-63,-2.7
3/6/15 12:00,6-Mar,41378,1853,13872,4.5,13.4,-385,-17.2
3/6/15 13:00,6-Mar,39422,1290,13872,3.3,9.3,-562,-30.3
3/6/15 14:00,6-Mar,37789,957,13872,2.5,6.9,-333,-25.8
3/6/15 15:00,6-Mar,36190,800,13872,2.2,5.8,-158,-16.5
3/6/15 16:00,6-Mar,35449,761,13872,2.1,5.5,-39,-4.8
3/6/15 17:00,6-Mar,35221,804,13872,2.3,5.8,42,5.6
3/6/15 18:00,6-Mar,36224,1040,13872,2.9,7.5,236,29.4
3/6/15 19:00,6-Mar,39468,1982,13872,5,14.3,942,90.6
3/6/15 20:00,6-Mar,40323,3404,13872,8.4,24.5,1423,71.8
3/6/15 21:00,6-Mar,40731,4852,13872,11.9,35,1448,42.5
3/6/15 22:00,6-Mar,40158,5687,13872,14.2,41,835,17.2
3/6/15 23:00,6-Mar,38739,6099,13872,15.7,44,411,7.2
3/7/15 0:00,7-Mar,37542,6286,13872,16.7,45.3,188,3.1
3/7/15 1:00,7-Mar,36762,6522,13872,17.7,47,236,3.7
3/7/15 2:00,7-Mar,36390,5849,13872,16.1,42.2,-673,-10.3
3/7/15 3:00,7-Mar,36446,5502,13872,15.1,39.7,-347,-5.9
3/7/15 4:00,7-Mar,36818,5137,13872,14,37,-365,-6.6
3/7/15 5:00,7-Mar,37718,4597,13872,12.2,33.1,-540,-10.5
3/7/15 6:00,7-Mar,39529,3623,13872,9.2,26.1,-974,-21.2
3/7/15 7:00,7-Mar,41260,3002,13872,7.3,21.6,-622,-17.2
3/7/15 8:00,7-Mar,41481,2425,13872,5.8,17.5,-577,-19.2
3/7/15 9:00,7-Mar,40706,1337,13872,3.3,9.6,-1088,-44.9
3/7/15 10:00,7-Mar,39310,949,13872,2.4,6.8,-388,-29
3/7/15 11:00,7-Mar,37348,870,13872,2.3,6.3,-79,-8.3
3/7/15 12:00,7-Mar,35459,793,13872,2.2,5.7,-77,-8.8
3/7/15 13:00,7-Mar,33618,857,13872,2.5,6.2,63,8
3/7/15 14:00,7-Mar,32238,1336,13872,4.1,9.6,480,56
3/7/15 15:00,7-Mar,31206,1917,13872,6.1,13.8,581,43.5
3/7/15 16:00,7-Mar,30932,2298,13872,7.4,16.6,381,19.9
3/7/15 17:00,7-Mar,31274,2604,13872,8.3,18.8,305,13.3
3/7/15 18:00,7-Mar,32424,2445,13872,7.5,17.6,-159,-6.1
3/7/15 19:00,7-Mar,34775,2721,13872,7.8,19.6,276,11.3
3/7/15 20:00,7-Mar,34786,4226,13872,12.1,30.5,1505,55.3
3/7/15 21:00,7-Mar,34245,5021,13872,14.7,36.2,795,18.8
3/7/15 22:00,7-Mar,33386,6066,13872,18.2,43.7,1045,20.8
3/7/15 23:00,7-Mar,31969,6423,13872,20.1,46.3,357,5.9
3/8/15 0:00,8-Mar,30612,6733,13872,22,48.5,311,4.8
3/8/15 1:00,8-Mar,29663,6014,13872,20.3,43.4,-720,-10.7
3/8/15 3:00,8-Mar,29116,5335,13872,18.3,38.5,-679,-11.3
3/8/15 4:00,8-Mar,28914,5459,13872,18.9,39.4,124,2.3
3/8/15 5:00,8-Mar,29168,5213,13872,17.9,37.6,-246,-4.5
3/8/15 6:00,8-Mar,29994,4187,13872,14,30.2,-1026,-19.7
3/8/15 7:00,8-Mar,31226,3631,13872,11.6,26.2,-556,-13.3
3/8/15 8:00,8-Mar,32551,2928,13872,9,21.1,-703,-19.4
3/8/15 9:00,8-Mar,33596,2061,13872,6.1,14.9,-867,-29.6
3/8/15 10:00,8-Mar,34879,1262,13872,3.6,9.1,-799,-38.8
3/8/15 11:00,8-Mar,35688,1400,13872,3.9,10.1,139,11
3/8/15 12:00,8-Mar,36127,1176,13872,3.3,8.5,-224,-16
3/8/15 13:00,8-Mar,36154,1452,13872,4,10.5,276,23.5
3/8/15 14:00,8-Mar,35627,1309,13872,3.7,9.4,-144,-9.9
3/8/15 15:00,8-Mar,35207,952,13872,2.7,6.9,-356,-27.2
3/8/15 16:00,8-Mar,35054,741,13872,2.1,5.3,-211,-22.2
3/8/15 17:00,8-Mar,35195,847,13872,2.4,6.1,105,14.2
3/8/15 18:00,8-Mar,35666,1207,13872,3.4,8.7,360,42.5
3/8/15 19:00,8-Mar,36504,1494,13872,4.1,10.8,287,23.8
3/8/15 20:00,8-Mar,37729,1663,13872,4.4,12,169,11.3
3/8/15 21:00,8-Mar,37297,2145,13872,5.8,15.5,482,29
3/8/15 22:00,8-Mar,35924,2172,13872,6,15.7,27,1.3
3/8/15 23:00,8-Mar,33718,1939,13872,5.8,14,-233,-10.7
3/9/15 0:00,8-Mar,31610,1950,13872,6.2,14.1,11,0.6
3/9/15 1:00,9-Mar,30273,2004,13872,6.6,14.4,54,2.8
3/9/15 2:00,9-Mar,29658,1441,13872,4.9,10.4,-563,-28.1
3/9/15 3:00,9-Mar,29461,831,13872,2.8,6,-611,-42.4
3/9/15 4:00,9-Mar,29794,384,13872,1.3,2.8,-447,-53.7
3/9/15 5:00,9-Mar,30951,270,13872,0.9,1.9,-114,-29.7
3/9/15 6:00,9-Mar,33764,165,13872,0.5,1.2,-105,-38.7
3/9/15 7:00,9-Mar,36961,205,13872,0.6,1.5,40,24
3/9/15 8:00,9-Mar,37869,380,13872,1,2.7,175,85.2
3/9/15 9:00,9-Mar,37771,529,13872,1.4,3.8,149,39.3
3/9/15 10:00,9-Mar,38102,562,13872,1.5,4,32,6.1
3/9/15 11:00,9-Mar,38487,1018,13872,2.6,7.3,456,81.2
3/9/15 12:00,9-Mar,38356,916,13872,2.4,6.6,-102,-10
3/9/15 13:00,9-Mar,38215,1111,13872,2.9,8,196,21.4
3/9/15 14:00,9-Mar,37858,1375,13872,3.6,9.9,263,23.7
3/9/15 15:00,9-Mar,37222,1434,13872,3.9,10.3,60,4.3
3/9/15 16:00,9-Mar,36998,1107,13872,3,8,-328,-22.8
3/9/15 17:00,9-Mar,36923,1235,13872,3.3,8.9,128,11.6
3/9/15 18:00,9-Mar,37271,1199,13872,3.2,8.6,-36,-2.9
3/9/15 19:00,9-Mar,37397,1143,13872,3.1,8.2,-56,-4.7
3/9/15 20:00,9-Mar,38191,881,13872,2.3,6.4,-262,-22.9
3/9/15 21:00,9-Mar,37488,760,13872,2,5.5,-121,-13.8
3/9/15 22:00,9-Mar,35855,594,13872,1.7,4.3,-166,-21.8
3/9/15 23:00,9-Mar,33537,327,13872,1,2.4,-267,-45
3/10/15 0:00,10-Mar,31236,289,13872,0.9,2.1,-38,-11.7
3/10/15 1:00,10-Mar,29743,559,13872,1.9,4,270,93.6
3/10/15 2:00,10-Mar,29026,922,13872,3.2,6.6,363,64.9
3/10/15 3:00,10-Mar,28647,1110,13872,3.9,8,188,20.4
3/10/15 4:00,10-Mar,28934,1268,13872,4.4,9.1,158,14.2
3/10/15 5:00,10-Mar,29988,1061,13872,3.5,7.6,-206,-16.3
3/10/15 6:00,10-Mar,32907,952,13872,2.9,6.9,-109,-10.3
3/10/15 7:00,10-Mar,36039,1245,13872,3.5,9,293,30.8
3/10/15 8:00,10-Mar,36602,984,13872,2.7,7.1,-261,-21
3/10/15 9:00,10-Mar,36580,487,13872,1.3,3.5,-497,-50.5
3/10/15 10:00,10-Mar,36712,419,13872,1.1,3,-68,-14
3/10/15 11:00,10-Mar,36526,707,13872,1.9,5.1,288,68.6
3/10/15 12:00,10-Mar,36108,619,13872,1.7,4.5,-88,-12.5
3/10/15 13:00,10-Mar,35613,542,13872,1.5,3.9,-77,-12.4
3/10/15 14:00,10-Mar,34891,552,13872,1.6,4,10,1.8
3/10/15 15:00,10-Mar,34304,469,13872,1.4,3.4,-83,-15
3/10/15 16:00,10-Mar,33796,493,13872,1.5,3.6,24,5.1
3/10/15 17:00,10-Mar,33766,335,13872,1,2.4,-157,-31.9
3/10/15 18:00,10-Mar,33922,329,13872,1,2.4,-6,-1.9
3/10/15 19:00,10-Mar,34575,431,13872,1.2,3.1,102,31
3/10/15 20:00,10-Mar,36099,751,13872,2.1,5.4,320,74.2
3/10/15 21:00,10-Mar,35828,1153,13872,3.2,8.3,401,53.5
3/10/15 22:00,10-Mar,34237,1611,13872,4.7,11.6,458,39.8
3/10/15 23:00,10-Mar,31693,2050,13872,6.5,14.8,439,27.3
3/11/15 0:00,11-Mar,29813,2148,13872,7.2,15.5,97,4.8
3/11/15 1:00,11-Mar,28523,1807,13872,6.3,13,-341,-15.9
3/11/15 2:00,11-Mar,27923,1539,13872,5.5,11.1,-268,-14.8
3/11/15 3:00,11-Mar,27726,1382,13872,5,10,-157,-10.2
3/11/15 4:00,11-Mar,28085,1220,13872,4.3,8.8,-162,-11.7
3/11/15 5:00,11-Mar,29456,1131,13872,3.8,8.2,-89,-7.3
3/11/15 6:00,11-Mar,32502,1131,13872,3.5,8.2,-1,-0.1
3/11/15 7:00,11-Mar,35782,1412,13872,3.9,10.2,282,24.9
3/11/15 8:00,11-Mar,36351,1335,13872,3.7,9.6,-77,-5.5
3/11/15 9:00,11-Mar,36201,1300,13872,3.6,9.4,-36,-2.7
3/11/15 10:00,11-Mar,36391,1039,13872,2.9,7.5,-260,-20
3/11/15 11:00,11-Mar,36322,998,13872,2.7,7.2,-41,-4
3/11/15 12:00,11-Mar,35554,1266,13872,3.6,9.1,267,26.8
3/11/15 13:00,11-Mar,35041,1303,13872,3.7,9.4,38,3
3/11/15 14:00,11-Mar,34503,1502,13872,4.4,10.8,198,15.2
3/11/15 15:00,11-Mar,33953,1613,13872,4.8,11.6,111,7.4
3/11/15 16:00,11-Mar,33669,1459,13872,4.3,10.5,-155,-9.6
3/11/15 17:00,11-Mar,33551,1369,13872,4.1,9.9,-90,-6.1
3/11/15 18:00,11-Mar,33699,1398,13872,4.1,10.1,29,2.1
3/11/15 19:00,11-Mar,34209,1470,13872,4.3,10.6,72,5.2
3/11/15 20:00,11-Mar,35805,1686,13872,4.7,12.2,216,14.7
3/11/15 21:00,11-Mar,35515,2489,13872,7,17.9,802,47.6
3/11/15 22:00,11-Mar,34148,3248,13872,9.5,23.4,759,30.5
3/11/15 23:00,11-Mar,31896,3332,13872,10.4,24,85,2.6
3/12/15 0:00,12-Mar,29695,3049,13872,10.3,22,-284,-8.5
3/12/15 1:00,12-Mar,28510,2883,13872,10.1,20.8,-166,-5.5
3/12/15 2:00,12-Mar,27897,2534,13872,9.1,18.3,-349,-12.1
3/12/15 3:00,12-Mar,27867,1843,13872,6.6,13.3,-691,-27.3
3/12/15 4:00,12-Mar,28194,1590,13872,5.6,11.5,-253,-13.7
3/12/15 5:00,12-Mar,29471,1541,13872,5.2,11.1,-50,-3.1
3/12/15 6:00,12-Mar,32265,1595,13872,4.9,11.5,54,3.5
3/12/15 7:00,12-Mar,35603,1234,13872,3.5,8.9,-360,-22.6
3/12/15 8:00,12-Mar,36028,1461,13872,4.1,10.5,226,18.4
3/12/15 9:00,12-Mar,35679,1230,13872,3.4,8.9,-231,-15.8
3/12/15 10:00,12-Mar,35463,615,13872,1.7,4.4,-615,-50
3/12/15 11:00,12-Mar,35042,837,13872,2.4,6,222,36.2
3/12/15 12:00,12-Mar,34179,1074,13872,3.1,7.7,237,28.3
3/12/15 13:00,12-Mar,33680,893,13872,2.7,6.4,-181,-16.9
3/12/15 14:00,12-Mar,33369,615,13872,1.8,4.4,-277,-31.1
3/12/15 15:00,12-Mar,33065,356,13872,1.1,2.6,-259,-42.1
3/12/15 16:00,12-Mar,32823,297,13872,0.9,2.1,-60,-16.7
3/12/15 17:00,12-Mar,32711,255,13872,0.8,1.8,-41,-13.9
3/12/15 18:00,12-Mar,32961,165,13872,0.5,1.2,-91,-35.5
3/12/15 19:00,12-Mar,33065,187,13872,0.6,1.4,23,13.8
3/12/15 20:00,12-Mar,34602,384,13872,1.1,2.8,197,105
3/12/15 21:00,12-Mar,34478,1069,13872,3.1,7.7,685,178.4
3/12/15 22:00,12-Mar,33024,1575,13872,4.8,11.4,506,47.3
3/12/15 23:00,12-Mar,30652,1827,13872,6,13.2,253,16
3/13/15 0:00,13-Mar,28618,1669,13872,5.8,12,-158,-8.7
3/13/15 1:00,13-Mar,27183,1339,13872,4.9,9.6,-331,-19.8
3/13/15 2:00,13-Mar,26416,1142,13872,4.3,8.2,-197,-14.7
3/13/15 3:00,13-Mar,26078,869,13872,3.3,6.3,-273,-23.9
3/13/15 4:00,13-Mar,26317,674,13872,2.6,4.9,-195,-22.4
3/13/15 5:00,13-Mar,27269,658,13872,2.4,4.7,-16,-2.4
3/13/15 6:00,13-Mar,29804,737,13872,2.5,5.3,79,12
3/13/15 7:00,13-Mar,32982,904,13872,2.7,6.5,167,22.7
3/13/15 8:00,13-Mar,33661,979,13872,2.9,7.1,74,8.2
3/13/15 9:00,13-Mar,33725,1365,13872,4,9.8,386,39.4
3/13/15 10:00,13-Mar,34087,747,13872,2.2,5.4,-618,-45.3
3/13/15 11:00,13-Mar,34305,915,13872,2.7,6.6,168,22.5
3/13/15 12:00,13-Mar,33908,1429,13872,4.2,10.3,514,56.2
3/13/15 13:00,13-Mar,33849,2586,13872,7.6,18.6,1157,81
3/13/15 14:00,13-Mar,33597,3352,13872,10,24.2,767,29.6
3/13/15 15:00,13-Mar,33056,3098,13872,9.4,22.3,-255,-7.6
3/13/15 16:00,13-Mar,32811,3045,13872,9.3,22,-53,-1.7
3/13/15 17:00,13-Mar,32490,3110,13872,9.6,22.4,65,2.1
3/13/15 18:00,13-Mar,32216,3147,13872,9.8,22.7,37,1.2
3/13/15 19:00,13-Mar,32097,3228,13872,10.1,23.3,81,2.6
3/13/15 20:00,13-Mar,33366,2796,13872,8.4,20.2,-432,-13.4
3/13/15 21:00,13-Mar,33259,2663,13872,8,19.2,-133,-4.8
3/13/15 22:00,13-Mar,32129,3037,13872,9.5,21.9,374,14.1
3/13/15 23:00,13-Mar,30492,2690,13872,8.8,19.4,-347,-11.4
3/14/15 0:00,14-Mar,28703,2301,13872,8,16.6,-390,-14.5
3/14/15 1:00,14-Mar,27255,2193,13872,8,15.8,-108,-4.7
3/14/15 2:00,14-Mar,26305,2061,13872,7.8,14.9,-132,-6
3/14/15 3:00,14-Mar,25749,2165,13872,8.4,15.6,104,5.1
3/14/15 4:00,14-Mar,25665,2093,13872,8.2,15.1,-72,-3.3
3/14/15 5:00,14-Mar,25957,1809,13872,7,13,-284,-13.6
3/14/15 6:00,14-Mar,27040,1885,13872,7,13.6,76,4.2
3/14/15 7:00,14-Mar,28517,2023,13872,7.1,14.6,138,7.3
3/14/15 8:00,14-Mar,29635,2222,13872,7.5,16,199,9.8
3/14/15 9:00,14-Mar,30763,2774,13872,9,20,553,24.9
3/14/15 10:00,14-Mar,31421,3250,13872,10.3,23.4,476,17.2
3/14/15 11:00,14-Mar,31760,4453,13872,14,32.1,1203,37
3/14/15 12:00,14-Mar,31722,5133,13872,16.2,37,680,15.3
3/14/15 13:00,14-Mar,31635,6903,13872,21.8,49.8,1770,34.5
3/14/15 14:00,14-Mar,31473,7496,13872,23.8,54,593,8.6
3/14/15 15:00,14-Mar,31333,7216,13872,23,52,-280,-3.7
3/14/15 16:00,14-Mar,31254,6428,13872,20.6,46.3,-788,-10.9
3/14/15 17:00,14-Mar,31171,5226,13872,16.8,37.7,-1202,-18.7
3/14/15 18:00,14-Mar,31034,4181,13872,13.5,30.1,-1045,-20
3/14/15 19:00,14-Mar,31069,3133,13872,10.1,22.6,-1048,-25.1
3/14/15 20:00,14-Mar,32498,2360,13872,7.3,17,-773,-24.7
3/14/15 21:00,14-Mar,32368,2467,13872,7.6,17.8,106,4.5
3/14/15 22:00,14-Mar,31366,2081,13872,6.6,15,-386,-15.6
3/14/15 23:00,14-Mar,29833,1833,13872,6.1,13.2,-248,-11.9
3/15/15 0:00,15-Mar,28117,1331,13872,4.7,9.6,-502,-27.4
3/15/15 1:00,15-Mar,26820,768,13872,2.9,5.5,-564,-42.3
3/15/15 2:00,15-Mar,25905,514,13872,2,3.7,-254,-33
3/15/15 3:00,15-Mar,25519,324,13872,1.3,2.3,-191,-37.1
3/15/15 4:00,15-Mar,25364,259,13872,1,1.9,-64,-19.8
3/15/15 5:00,15-Mar,25470,379,13872,1.5,2.7,119,46
3/15/15 6:00,15-Mar,26219,499,13872,1.9,3.6,120,31.8
3/15/15 7:00,15-Mar,27454,644,13872,2.3,4.6,145,29.1
3/15/15 8:00,15-Mar,28261,786,13872,2.8,5.7,142,22
3/15/15 9:00,15-Mar,29514,912,13872,3.1,6.6,126,16.1
3/15/15 10:00,15-Mar,30282,619,13872,2,4.5,-294,-32.2
3/15/15 11:00,15-Mar,30404,411,13872,1.4,3,-207,-33.5
3/15/15 12:00,15-Mar,30465,468,13872,1.5,3.4,57,13.8
3/15/15 13:00,15-Mar,30278,405,13872,1.3,2.9,-63,-13.5
3/15/15 14:00,15-Mar,30054,438,13872,1.5,3.2,33,8.2
3/15/15 15:00,15-Mar,29904,471,13872,1.6,3.4,34,7.7
3/15/15 16:00,15-Mar,29956,487,13872,1.6,3.5,16,3.4
3/15/15 17:00,15-Mar,30285,533,13872,1.8,3.8,45,9.3
3/15/15 18:00,15-Mar,30763,584,13872,1.9,4.2,52,9.7
3/15/15 19:00,15-Mar,31210,644,13872,2.1,4.6,59,10.1
3/15/15 20:00,15-Mar,33164,948,13872,2.9,6.8,304,47.3
3/15/15 21:00,15-Mar,33046,1611,13872,4.9,11.6,663,70
3/15/15 22:00,15-Mar,31873,2067,13872,6.5,14.9,456,28.3
3/15/15 23:00,15-Mar,29532,2443,13872,8.3,17.6,375,18.1
3/16/15 0:00,16-Mar,27171,2851,13872,10.5,20.6,409,16.7
3/16/15 1:00,16-Mar,25823,3036,13872,11.8,21.9,185,6.5
3/16/15 2:00,16-Mar,25078,2990,13872,11.9,21.6,-46,-1.5
3/16/15 3:00,16-Mar,24917,3020,13872,12.1,21.8,30,1
3/16/15 4:00,16-Mar,25272,2984,13872,11.8,21.5,-35,-1.2
3/16/15 5:00,16-Mar,26477,2818,13872,10.6,20.3,-166,-5.6
3/16/15 6:00,16-Mar,29516,3033,13872,10.3,21.9,215,7.6
3/16/15 7:00,16-Mar,33120,2684,13872,8.1,19.3,-349,-11.5
3/16/15 8:00,16-Mar,33428,2618,13872,7.8,18.9,-66,-2.4
3/16/15 9:00,16-Mar,33328,2641,13872,7.9,19,22,0.8
3/16/15 10:00,16-Mar,33389,1859,13872,5.6,13.4,-781,-29.6
3/16/15 11:00,16-Mar,33443,1981,13872,5.9,14.3,122,6.6
3/16/15 12:00,16-Mar,33437,2242,13872,6.7,16.2,261,13.2
3/16/15 13:00,16-Mar,33580,2111,13872,6.3,15.2,-131,-5.8
3/16/15 14:00,16-Mar,33554,2224,13872,6.6,16,113,5.3
3/16/15 15:00,16-Mar,33693,2666,13872,7.9,19.2,443,19.9
3/16/15 16:00,16-Mar,33945,2824,13872,8.3,20.4,158,5.9
3/16/15 17:00,16-Mar,34184,2833,13872,8.3,20.4,9,0.3
3/16/15 18:00,16-Mar,34178,3035,13872,8.9,21.9,202,7.1
3/16/15 19:00,16-Mar,33902,3429,13872,10.1,24.7,394,13
3/16/15 20:00,16-Mar,35606,3603,13872,10.1,26,175,5.1
3/16/15 21:00,16-Mar,35463,5058,13872,14.3,36.5,1455,40.4
3/16/15 22:00,16-Mar,33611,6129,13872,18.2,44.2,1070,21.2
3/16/15 23:00,16-Mar,30969,6794,13872,21.9,49,665,10.9
3/17/15 0:00,17-Mar,28392,6956,13872,24.5,50.1,162,2.4
3/17/15 1:00,17-Mar,26644,6235,13872,23.4,44.9,-720,-10.4
3/17/15 2:00,17-Mar,25677,6440,13872,25.1,46.4,205,3.3
3/17/15 3:00,17-Mar,25210,6270,13872,24.9,45.2,-171,-2.6
3/17/15 4:00,17-Mar,25083,5359,13872,21.4,38.6,-910,-14.5
3/17/15 5:00,17-Mar,26114,5305,13872,20.3,38.2,-54,-1
3/17/15 6:00,17-Mar,28556,4480,13872,15.7,32.3,-826,-15.6
3/17/15 7:00,17-Mar,32095,3552,13872,11.1,25.6,-927,-20.7
3/17/15 8:00,17-Mar,32387,3070,13872,9.5,22.1,-482,-13.6
3/17/15 9:00,17-Mar,32668,2415,13872,7.4,17.4,-655,-21.3
3/17/15 10:00,17-Mar,33397,2144,13872,6.4,15.5,-270,-11.2
3/17/15 11:00,17-Mar,34362,2275,13872,6.6,16.4,131,6.1
3/17/15 12:00,17-Mar,34776,2769,13872,8,20,493,21.7
3/17/15 13:00,17-Mar,35190,3196,13872,9.1,23,428,15.5
3/17/15 14:00,17-Mar,36070,3644,13872,10.1,26.3,447,14
3/17/15 15:00,17-Mar,36658,4007,13872,10.9,28.9,363,10
3/17/15 16:00,17-Mar,37205,4510,13872,12.1,32.5,504,12.6
3/17/15 17:00,17-Mar,36895,4309,13872,11.7,31.1,-201,-4.5
3/17/15 18:00,17-Mar,36650,4247,13872,11.6,30.6,-62,-1.4
3/17/15 19:00,17-Mar,36230,3184,13872,8.8,23,-1063,-25
3/17/15 20:00,17-Mar,37688,2952,13872,7.8,21.3,-232,-7.3
3/17/15 21:00,17-Mar,37227,2776,13872,7.5,20,-175,-5.9
3/17/15 22:00,17-Mar,35139,2630,13872,7.5,19,-147,-5.3
3/17/15 23:00,17-Mar,32096,2684,13872,8.4,19.4,55,2.1
3/18/15 0:00,18-Mar,29626,2559,13872,8.6,18.4,-125,-4.7
3/18/15 1:00,18-Mar,27456,2193,13872,8,15.8,-367,-14.3
3/18/15 2:00,18-Mar,26602,1903,13872,7.2,13.7,-290,-13.2
3/18/15 3:00,18-Mar,25938,1563,13872,6,11.3,-340,-17.9
3/18/15 4:00,18-Mar,25890,1752,13872,6.8,12.6,189,12.1
3/18/15 5:00,18-Mar,26591,1430,13872,5.4,10.3,-322,-18.4
3/18/15 6:00,18-Mar,29017,1116,13872,3.8,8,-314,-21.9
3/18/15 7:00,18-Mar,32247,1099,13872,3.4,7.9,-17,-1.5
3/18/15 8:00,18-Mar,32911,973,13872,3,7,-126,-11.5
3/18/15 9:00,18-Mar,33095,735,13872,2.2,5.3,-238,-24.4
3/18/15 10:00,18-Mar,33689,232,13872,0.7,1.7,-503,-68.5
3/18/15 11:00,18-Mar,34043,136,13872,0.4,1,-96,-41.3
3/18/15 12:00,18-Mar,34258,192,13872,0.6,1.4,56,41.2
3/18/15 13:00,18-Mar,34808,310,13872,0.9,2.2,117,61
3/18/15 14:00,18-Mar,35282,502,13872,1.4,3.6,193,62.2
3/18/15 15:00,18-Mar,35413,757,13872,2.1,5.5,255,50.8
3/18/15 16:00,18-Mar,35509,955,13872,2.7,6.9,198,26.1
3/18/15 17:00,18-Mar,35537,1259,13872,3.5,9.1,303,31.7
3/18/15 18:00,18-Mar,35318,1559,13872,4.4,11.2,300,23.9
3/18/15 19:00,18-Mar,34953,1307,13872,3.7,9.4,-252,-16.2
3/18/15 20:00,18-Mar,36181,1429,13872,4,10.3,123,9.4
3/18/15 21:00,18-Mar,35807,2319,13872,6.5,16.7,890,62.3
3/18/15 22:00,18-Mar,34062,3274,13872,9.6,23.6,955,41.2
3/18/15 23:00,18-Mar,31287,4261,13872,13.6,30.7,987,30.1
3/19/15 0:00,19-Mar,28940,5014,13872,17.3,36.1,753,17.7
3/19/15 1:00,19-Mar,27244,5401,13872,19.8,38.9,387,7.7
3/19/15 2:00,19-Mar,26245,5474,13872,20.9,39.5,73,1.3
3/19/15 3:00,19-Mar,25693,5460,13872,21.3,39.4,-13,-0.2
3/19/15 4:00,19-Mar,25725,5097,13872,19.8,36.7,-363,-6.7
3/19/15 5:00,19-Mar,26617,4776,13872,17.9,34.4,-320,-6.3
3/19/15 6:00,19-Mar,29024,4707,13872,16.2,33.9,-70,-1.5
3/19/15 7:00,19-Mar,32689,3841,13872,11.7,27.7,-866,-18.4
3/19/15 8:00,19-Mar,32863,3514,13872,10.7,25.3,-326,-8.5
3/19/15 9:00,19-Mar,33105,3213,13872,9.7,23.2,-301,-8.6
3/19/15 10:00,19-Mar,34115,3096,13872,9.1,22.3,-117,-3.6
3/19/15 11:00,19-Mar,34598,2727,13872,7.9,19.7,-369,-11.9
3/19/15 12:00,19-Mar,34778,2765,13872,7.9,19.9,37,1.4
3/19/15 13:00,19-Mar,35214,2409,13872,6.8,17.4,-356,-12.9
3/19/15 14:00,19-Mar,35380,2060,13872,5.8,14.9,-349,-14.5
3/19/15 15:00,19-Mar,35742,2412,13872,6.7,17.4,352,17.1
3/19/15 16:00,19-Mar,36055,2961,13872,8.2,21.3,548,22.7
3/19/15 17:00,19-Mar,36193,3320,13872,9.2,23.9,359,12.1
3/19/15 18:00,19-Mar,35977,3481,13872,9.7,25.1,161,4.9
3/19/15 19:00,19-Mar,35692,3769,13872,10.6,27.2,288,8.3
3/19/15 20:00,19-Mar,37018,3989,13872,10.8,28.8,219,5.8
3/19/15 21:00,19-Mar,36587,4113,13872,11.2,29.6,124,3.1
3/19/15 22:00,19-Mar,34976,4406,13872,12.6,31.8,293,7.1
3/19/15 23:00,19-Mar,32168,4720,13872,14.7,34,315,7.1
3/20/15 0:00,20-Mar,29382,5825,13872,19.8,42,1105,23.4
3/20/15 1:00,20-Mar,27472,5744,13872,20.9,41.4,-80,-1.4
3/20/15 2:00,20-Mar,26462,6096,13872,23,43.9,351,6.1
3/20/15 3:00,20-Mar,25956,6066,13872,23.4,43.7,-29,-0.5
3/20/15 4:00,20-Mar,25806,5900,13872,22.9,42.5,-166,-2.7
3/20/15 5:00,20-Mar,26786,5360,13872,20,38.6,-540,-9.2
3/20/15 6:00,20-Mar,29104,5074,13872,17.4,36.6,-286,-5.3
3/20/15 7:00,20-Mar,32646,5023,13872,15.4,36.2,-51,-1
3/20/15 8:00,20-Mar,33029,4332,13872,13.1,31.2,-690,-13.7
3/20/15 9:00,20-Mar,33507,2807,13872,8.4,20.2,-1525,-35.2
3/20/15 10:00,20-Mar,34571,1953,13872,5.6,14.1,-854,-30.4
3/20/15 11:00,20-Mar,35413,2162,13872,6.1,15.6,209,10.7
3/20/15 12:00,20-Mar,35886,2512,13872,7,18.1,350,16.2
3/20/15 13:00,20-Mar,36123,2155,13872,6,15.5,-357,-14.2
3/20/15 14:00,20-Mar,36184,1632,13872,4.5,11.8,-523,-24.3
3/20/15 15:00,20-Mar,36024,1450,13872,4,10.5,-182,-11.1
3/20/15 16:00,20-Mar,35995,1493,13872,4.1,10.8,43,3
3/20/15 17:00,20-Mar,35714,1013,13872,2.8,7.3,-481,-32.2
3/20/15 18:00,20-Mar,35433,1205,13872,3.4,8.7,192,19
3/20/15 19:00,20-Mar,34875,952,13872,2.7,6.9,-253,-21
3/20/15 20:00,20-Mar,35754,696,13872,1.9,5,-255,-26.8
3/20/15 21:00,20-Mar,35216,688,13872,2,5,-8,-1.2
3/20/15 22:00,20-Mar,33658,767,13872,2.3,5.5,79,11.4
3/20/15 23:00,20-Mar,31717,561,13872,1.8,4,-205,-26.8
3/21/15 0:00,21-Mar,29719,695,13872,2.3,5,134,23.8
3/21/15 1:00,21-Mar,28091,677,13872,2.4,4.9,-18,-2.6
3/21/15 2:00,21-Mar,26999,615,13872,2.3,4.4,-62,-9.1
3/21/15 3:00,21-Mar,26450,473,13872,1.8,3.4,-143,-23.2
3/21/15 4:00,21-Mar,26081,392,13872,1.5,2.8,-80,-17
3/21/15 5:00,21-Mar,26240,331,13872,1.3,2.4,-61,-15.7
